ID,Mode,Auditory,Gender,Age_1,competence,intelligence,thoughtful,composite_intellect,humanness,novel,unique,composite_novelty,Stimulus,RecommendationFollowed
2441,Auditory-Human,1,3,27,7,7,7,7,6,7,5,6,Restaurant,1
2442,Auditory-Computer,1,2,22,5,5,4,4.666666667,3,7,3,5,Restaurant,0
2443,Visual-Handwritten,0,1,20,4,4,5,4.333333333,6,3,5,4,Restaurant,0
2444,Visual-Handwritten,0,1,44,8,8,9,8.333333333,1,9,8,8.5,Restaurant,1
2445,Auditory-Human,1,2,20,7,7,6,6.666666667,6,7,6,6.5,Restaurant,0
2446,Auditory-Computer,1,1,18,7,6,5,6,2,1,1,1,Restaurant,1
2447,Auditory-Human,1,1,27,1,1,1,1,5,7,9,8,Restaurant,0
2448,Visual-Handwritten,0,2,20,4,5,6,5,5,7,4,5.5,Restaurant,1
2449,Auditory-Computer,1,1,18,2,2,9,4.333333333,2,5,6,5.5,Restaurant,1
2450,Auditory-Computer,1,1,22,3,4,3,3.333333333,3,3,5,4,Restaurant,0
2451,Visual-Handwritten,0,2,73,5,5,1,3.666666667,1,6,6,6,Restaurant,0
2452,Auditory-Computer,1,2,22,3,3,2,2.666666667,5,3,2,2.5,Restaurant,0
2453,Auditory-Human,1,1,45,9,9,9,9,9,9,9,9,Restaurant,1
2454,Auditory-Human,1,2,43,5,5,5,5,9,1,1,1,Restaurant,0
2455,Auditory-Computer,1,1,18,7,5,7,6.333333333,5,3,1,2,Restaurant,1
2456,Auditory-Human,1,1,37,6,7,7,6.666666667,5,7,5,6,Restaurant,0
2457,Auditory-Human,1,2,29,5,5,5,5,9,2,2,2,Restaurant,0
2458,Visual-Handwritten,0,1,29,9,9,9,9,5,9,9,9,Restaurant,1
2459,Auditory-Computer,1,1,27,3,2,2,2.333333333,1,2,2,2,Restaurant,0
2460,Visual-Handwritten,0,1,19,3,5,4,4,5,3,3,3,Restaurant,0
2461,Auditory-Computer,1,1,22,4,5,5,4.666666667,1,2,2,2,Restaurant,0
2462,Auditory-Human,1,1,18,7,6,7,6.666666667,8,7,7,7,Restaurant,1
2463,Visual-Handwritten,0,2,30,7,6,7,6.666666667,6,5,6,5.5,Restaurant,0
2464,Visual-Handwritten,0,2,21,5,5,6,5.333333333,5,5,6,5.5,Restaurant,0
2465,Auditory-Computer,1,1,42,9,8,8,8.333333333,9,8,9,8.5,Restaurant,1
2466,Auditory-Human,1,1,28,9,9,9,9,9,9,9,9,Restaurant,1
2467,Visual-Handwritten,0,2,20,7,6,7,6.666666667,8,8,7,7.5,Restaurant,0
2468,Auditory-Human,1,2,37,6,7,5,6,5,3,1,2,Restaurant,0
2469,Visual-Handwritten,0,2,21,6,7,4,5.666666667,7,9,9,9,Restaurant,0
2470,Visual-Handwritten,0,2,51,9,9,9,9,9,9,9,9,Restaurant,0
2471,Auditory-Computer,1,1,23,7,5,6,6,1,3,3,3,Restaurant,1
2472,Auditory-Human,1,2,21,5,7,1,4.333333333,1,7,8,7.5,Restaurant,0
2473,Auditory-Computer,1,2,29,6,6,6,6,6,6,7,6.5,Restaurant,1
2474,Visual-Handwritten,0,1,22,8,8,8,8,5,6,5,5.5,Restaurant,1
2475,Auditory-Computer,1,1,25,8,6,4,6,1,3,1,2,Restaurant,1
2476,Auditory-Computer,1,1,27,3,3,9,5,1,5,2,3.5,Restaurant,0
2477,Auditory-Computer,1,1,21,5,5,5,5,1,3,2,2.5,Restaurant,1
2478,Auditory-Human,1,2,21,7,7,7,7,5,6,6,6,Restaurant,1
2479,Visual-Handwritten,0,1,18,5,5,7,5.666666667,8,5,3,4,Restaurant,0
2480,Auditory-Computer,1,2,21,4,3,4,3.666666667,4,3,3,3,Restaurant,0
2481,Visual-Handwritten,0,2,25,4,6,5,5,2,9,9,9,Restaurant,0
2482,Auditory-Computer,1,2,18,7,7,6,6.666666667,4,1,2,1.5,Restaurant,1
2483,Visual-Handwritten,0,1,33,5,5,5,5,5,6,4,5,Restaurant,1
2484,Auditory-Computer,1,1,19,7,4,2,4.333333333,4,1,1,1,Restaurant,0
2485,Visual-Handwritten,0,1,42,9,9,9,9,9,9,9,9,Restaurant,1
2486,Auditory-Human,1,2,21,3,3,3,3,8,5,5,5,Restaurant,0
2487,Auditory-Human,1,2,18,7,6,7,6.666666667,7,7,4,5.5,Restaurant,1
2488,Auditory-Human,1,1,19,3,5,3,3.666666667,7,4,2,3,Restaurant,0
2489,Visual-Handwritten,0,1,20,7,7,6,6.666666667,4,5,5,5,Restaurant,0
2490,Auditory-Human,1,1,46,8,9,8,8.333333333,9,8,9,8.5,Restaurant,0
2491,Auditory-Computer,1,1,27,5,5,5,5,2,7,7,7,Restaurant,0
2492,Visual-Handwritten,0,2,27,5,5,5,5,9,5,5,5,Restaurant,0
2493,Visual-Handwritten,0,1,22,8,5,7,6.666666667,3,5,6,5.5,Restaurant,1
2494,Auditory-Human,1,2,58,7,7,5,6.333333333,9,4,4,4,Restaurant,0
2495,Visual-Handwritten,0,2,28,7,6,7,6.666666667,9,7,7,7,Restaurant,1
2496,Auditory-Human,1,2,30,5,7,6,6,8,3,3,3,Restaurant,0
2497,Auditory-Computer,1,1,23,3,4,4,3.666666667,7,8,7,7.5,Restaurant,0
2498,Auditory-Computer,1,1,25,7,2,1,3.333333333,1,2,1,1.5,Restaurant,0
2499,Auditory-Human,1,2,29,6,6,5,5.666666667,9,6,7,6.5,Restaurant,0
2500,Auditory-Computer,1,1,35,4,5,4,4.333333333,1,1,1,1,Restaurant,1
2501,Auditory-Computer,1,2,30,2,2,2,2,2,3,1,2,Restaurant,0
2502,Visual-Handwritten,0,2,22,3,6,9,6,9,9,9,9,Restaurant,0
2503,Visual-Handwritten,0,2,66,6,7,7,6.666666667,3,5,5,5,Restaurant,0
2504,Auditory-Computer,1,1,18,5,3,3,3.666666667,6,4,5,4.5,Restaurant,0
2505,Auditory-Human,1,1,19,4,3,4,3.666666667,3,1,1,1,Restaurant,0
2506,Visual-Handwritten,0,1,21,8,7,8,7.666666667,5,7,7,7,Restaurant,0
2507,Auditory-Human,1,1,22,5,5,5,5,7,5,5,5,Restaurant,0
2508,Auditory-Computer,1,1,42,8,7,7,7.333333333,7,7,6,6.5,Restaurant,1
2509,Visual-Handwritten,0,2,47,6,7,5,6,4,3,3,3,Restaurant,0
2510,Auditory-Human,1,1,35,7,8,7,7.333333333,6,8,7,7.5,Restaurant,1
2511,Visual-Handwritten,0,1,31,7,5,5,5.666666667,5,5,5,5,Restaurant,1
2512,Auditory-Human,1,1,20,7,6,4,5.666666667,8,9,9,9,Restaurant,1
2513,Auditory-Human,1,2,25,7,7,7,7,8,7,7,7,Restaurant,1
2514,Auditory-Computer,1,2,21,6,6,5,5.666666667,6,5,5,5,Restaurant,1
2515,Visual-Handwritten,0,1,23,2,2,1,1.666666667,3,1,1,1,Restaurant,0
2516,Auditory-Human,1,1,18,8,7,6,7,4,5,3,4,Restaurant,1
2517,Auditory-Computer,1,2,28,1,1,1,1,2,1,1,1,Restaurant,0
2518,Auditory-Human,1,2,23,5,6,5,5.333333333,4,6,5,5.5,Restaurant,1
2519,Auditory-Computer,1,1,22,6,5,4,5,7,6,6,6,Restaurant,1
2520,Auditory-Computer,1,2,19,1,1,3,1.666666667,1,2,3,2.5,Restaurant,0
2521,Auditory-Computer,1,1,21,7,6,6,6.333333333,6,6,6,6,Restaurant,1
2522,Visual-Handwritten,0,2,21,5,5,5,5,3,2,2,2,Restaurant,0
2523,Auditory-Human,1,2,34,8,8,8,8,9,1,1,1,Restaurant,0
2524,Auditory-Human,1,2,23,6,5,5,5.333333333,6,6,5,5.5,Restaurant,0
2525,Visual-Handwritten,0,2,18,5,5,5,5,5,2,2,2,Restaurant,0
2526,Auditory-Computer,1,2,28,6,5,4,5,9,5,7,6,Restaurant,0
2527,Auditory-Computer,1,2,23,1,1,1,1,6,4,6,5,Restaurant,0
2528,Visual-Handwritten,0,2,41,6,5,5,5.333333333,5,6,6,6,Restaurant,0
2529,Auditory-Human,1,2,24,5,5,5,5,7,7,5,6,Restaurant,0
2530,Visual-Handwritten,0,2,32,6,7,6,6.333333333,4,5,5,5,Restaurant,0
2531,Visual-Handwritten,0,2,22,4,3,2,3,6,3,3,3,Restaurant,0
2532,Auditory-Human,1,2,25,2,5,2,3,5,3,2,2.5,Restaurant,0
2533,Auditory-Computer,1,2,63,7,5,6,6,6,5,3,4,Restaurant,1
2534,Auditory-Computer,1,1,23,4,7,7,6,8,9,5,7,Restaurant,0
2535,Visual-Handwritten,0,1,22,5,5,3,4.333333333,6,2,2,2,Restaurant,0
2536,Auditory-Human,1,1,18,6,5,5,5.333333333,3,9,1,5,Restaurant,1
2537,Visual-Handwritten,0,1,20,6,7,7,6.666666667,4,4,6,5,Restaurant,0
2538,Visual-Handwritten,0,2,32,5,5,5,5,5,2,2,2,Restaurant,0
2539,Auditory-Human,1,3,21,5,3,3,3.666666667,9,7,6,6.5,Restaurant,0
2540,Visual-Handwritten,0,3,25,9,7,9,8.333333333,5,7,9,8,Restaurant,0
2541,Auditory-Computer,1,1,50,5,1,5,3.666666667,7,5,2,3.5,Restaurant,0
2542,Visual-Handwritten,0,1,41,7,8,8,7.666666667,8,7,8,7.5,Restaurant,1
2543,Auditory-Computer,1,1,26,7,7,6,6.666666667,1,4,5,4.5,Restaurant,1
2544,Auditory-Human,1,2,23,9,5,5,6.333333333,9,4,4,4,Restaurant,1
2545,Visual-Handwritten,0,2,37,8,8,8,8,4,7,6,6.5,Restaurant,1
2546,Visual-Handwritten,0,2,32,6,6,6,6,5,5,5,5,Restaurant,0
2547,Auditory-Human,1,2,59,1,1,1,1,5,2,2,2,Restaurant,0
2548,Auditory-Computer,1,1,65,8,8,7,7.666666667,5,6,4,5,Restaurant,0
2549,Auditory-Human,1,2,37,7,7,7,7,8,3,3,3,Restaurant,0
2550,Visual-Handwritten,0,1,42,7,7,7,7,6,6,6,6,Restaurant,1
2551,Auditory-Computer,1,1,20,6,5,7,6,4,6,6,6,Restaurant,0
2552,Auditory-Human,1,1,19,5,5,4,4.666666667,9,2,2,2,Restaurant,0
2553,Visual-Handwritten,0,2,58,6,5,7,6,4,5,4,4.5,Restaurant,0
2554,Visual-Handwritten,0,2,42,5,5,5,5,6,5,7,6,Restaurant,0
2555,Auditory-Human,1,1,39,6,5,6,5.666666667,7,4,5,4.5,Restaurant,1
2556,Auditory-Computer,1,1,23,3,5,6,4.666666667,4,2,3,2.5,Restaurant,0
2557,Auditory-Human,1,2,30,5,5,5,5,6,5,5,5,Restaurant,1
2558,Visual-Handwritten,0,2,34,7,7,8,7.333333333,7,4,4,4,Restaurant,0
2559,Auditory-Human,1,1,37,7,7,7,7,6,6,5,5.5,Restaurant,0
2560,Auditory-Computer,1,2,20,6,6,5,5.666666667,7,5,6,5.5,Restaurant,1
2561,Auditory-Computer,1,2,21,5,5,1,3.666666667,2,1,1,1,Restaurant,0
2562,Auditory-Computer,1,1,22,5,5,2,4,5,4,4,4,Restaurant,1
2563,Auditory-Computer,1,2,19,4,3,2,3,2,2,2,2,Restaurant,0
2564,Auditory-Computer,1,2,32,5,5,5,5,3,4,4,4,Restaurant,0
2565,Auditory-Human,1,1,44,8,8,7,7.666666667,9,8,8,8,Restaurant,0
2566,Auditory-Human,1,1,46,3,5,7,5,5,7,5,6,Restaurant,1
2567,Auditory-Human,1,2,33,9,9,9,9,9,2,3,2.5,Restaurant,1
2568,Auditory-Human,1,2,18,4,6,2,4,4,3,4,3.5,Restaurant,0
2569,Visual-Handwritten,0,1,36,5,5,7,5.666666667,5,9,7,8,Restaurant,1
2570,Auditory-Human,1,1,23,5,5,6,5.333333333,7,6,6,6,Restaurant,0
2571,Auditory-Computer,1,2,54,5,7,1,4.333333333,1,4,4,4,Restaurant,0
2572,Auditory-Human,1,2,32,7,7,7,7,7,7,7,7,Restaurant,1
2573,Visual-Handwritten,0,1,63,7,7,5,6.333333333,6,7,6,6.5,Restaurant,0
2574,Visual-Handwritten,0,1,28,3,4,3,3.333333333,5,6,7,6.5,Restaurant,1
2575,Auditory-Human,1,2,30,9,9,9,9,1,5,5,5,Restaurant,0
2576,Auditory-Computer,1,2,22,3,3,3,3,2,6,7,6.5,Restaurant,0
2577,Auditory-Human,1,1,23,9,9,9,9,1,8,9,8.5,Restaurant,1
2578,Auditory-Computer,1,1,26,7,6,7,6.666666667,7,7,8,7.5,Restaurant,0
2579,Visual-Handwritten,0,1,25,5,5,3,4.333333333,2,1,2,1.5,Restaurant,1
2580,Auditory-Computer,1,2,31,2,3,1,2,4,4,4,4,Restaurant,0
2581,Visual-Handwritten,0,2,58,6,3,8,5.666666667,3,5,5,5,Restaurant,1
2582,Visual-Handwritten,0,1,28,3,4,4,3.666666667,5,3,5,4,Restaurant,1
2583,Auditory-Human,1,2,47,9,9,9,9,5,3,3,3,Restaurant,1
2584,Auditory-Human,1,1,33,6,5,5,5.333333333,6,1,2,1.5,Restaurant,1
2585,Visual-Handwritten,0,2,18,6,7,7,6.666666667,6,4,6,5,Restaurant,1
2586,Auditory-Human,1,1,44,8,7,7,7.333333333,7,7,6,6.5,Restaurant,1
2587,Visual-Handwritten,0,2,42,9,6,1,5.333333333,7,8,8,8,Restaurant,0
2588,Auditory-Computer,1,1,37,6,6,7,6.333333333,4,6,5,5.5,Restaurant,0
2589,Auditory-Computer,1,2,29,6,7,6,6.333333333,5,7,7,7,Restaurant,0
2590,Visual-Handwritten,0,2,30,6,6,6,6,5,3,3,3,Restaurant,0
2591,Visual-Handwritten,0,1,30,4,5,6,5,3,6,3,4.5,Restaurant,0
2592,Visual-Handwritten,0,1,33,3,4,4,3.666666667,7,1,1,1,Restaurant,0
2593,Auditory-Computer,1,2,44,8,8,8,8,5,7,8,7.5,Restaurant,1
2594,Auditory-Computer,1,1,18,7,7,6,6.666666667,3,6,6,6,Restaurant,1
2595,Auditory-Computer,1,1,21,6,6,5,5.666666667,3,4,5,4.5,Restaurant,0
2596,Auditory-Human,1,1,48,7,7,6,6.666666667,7,6,7,6.5,Restaurant,1
2597,Auditory-Computer,1,1,43,4,1,1,2,5,4,4,4,Restaurant,0
2598,Visual-Handwritten,0,1,21,5,6,3,4.666666667,8,4,6,5,Restaurant,0
2599,Auditory-Computer,1,2,22,8,8,6,7.333333333,7,6,7,6.5,Restaurant,1
2600,Auditory-Human,1,2,27,9,9,9,9,1,9,9,9,Restaurant,1
2601,Auditory-Human,1,2,21,6,5,5,5.333333333,6,5,3,4,Restaurant,1
2602,Auditory-Computer,1,1,25,5,1,1,2.333333333,9,1,1,1,Restaurant,1
2603,Auditory-Human,1,1,23,1,2,2,1.666666667,5,8,9,8.5,Restaurant,0
2604,Visual-Handwritten,0,2,27,7,7,7,7,5,5,5,5,Restaurant,1
2605,Auditory-Human,1,1,22,4,6,5,5,7,4,6,5,Restaurant,0
2606,Visual-Handwritten,0,1,18,6,5,5,5.333333333,4,5,4,4.5,Restaurant,0
2607,Visual-Handwritten,0,1,23,6,6,6,6,9,6,6,6,Restaurant,0
2608,Visual-Handwritten,0,2,45,5,7,6,6,7,1,1,1,Restaurant,0
2609,Auditory-Computer,1,1,28,6,5,6,5.666666667,5,6,6,6,Restaurant,1
2610,Visual-Handwritten,0,2,25,8,7,7,7.333333333,7,7,7,7,Restaurant,0
2611,Auditory-Computer,1,2,22,1,2,1,1.333333333,2,1,5,3,Restaurant,0
2612,Auditory-Human,1,2,19,6,5,6,5.666666667,9,5,4,4.5,Restaurant,0
2613,Auditory-Computer,1,2,56,9,9,9,9,7,4,1,2.5,Restaurant,1
2614,Auditory-Human,1,2,46,5,5,5,5,7,4,3,3.5,Restaurant,0
2615,Auditory-Computer,1,2,31,6,6,6,6,1,3,3,3,Restaurant,1
2616,Auditory-Computer,1,2,18,3,4,5,4,8,6,5,5.5,Restaurant,1
2617,Visual-Handwritten,0,1,27,5,6,5,5.333333333,3,6,6,6,Restaurant,0
2618,Auditory-Human,1,2,47,6,6,6,6,6,6,6,6,Restaurant,1
2619,Auditory-Computer,1,2,56,5,5,5,5,5,3,3,3,Restaurant,0
2620,Auditory-Computer,1,1,26,6,5,5,5.333333333,1,1,1,1,Restaurant,0
2621,Auditory-Human,1,1,33,8,7,6,7,9,7,6,6.5,Restaurant,0
2622,Auditory-Human,1,1,28,8,6,5,6.333333333,5,7,6,6.5,Restaurant,0
2623,Visual-Handwritten,0,1,36,6,6,7,6.333333333,4,4,3,3.5,Restaurant,0
2624,Auditory-Human,1,1,30,6,6,5,5.666666667,9,9,9,9,Restaurant,0
2625,Visual-Handwritten,0,1,35,7,6,7,6.666666667,7,6,6,6,Restaurant,1
2626,Auditory-Human,1,1,18,6,7,2,5,3,6,2,4,Restaurant,0
2627,Visual-Handwritten,0,2,19,8,8,6,7.333333333,8,8,7,7.5,Restaurant,0
2628,Auditory-Human,1,1,36,6,6,5,5.666666667,6,7,6,6.5,Restaurant,1
2629,Visual-Handwritten,0,2,45,3,3,3,3,2,3,2,2.5,Restaurant,0
2630,Auditory-Computer,1,2,32,3,5,4,4,6,4,5,4.5,Restaurant,0
2631,Auditory-Human,1,1,25,5,5,5,5,9,6,1,3.5,Restaurant,1
2632,Auditory-Human,1,2,30,9,8,9,8.666666667,9,9,9,9,Restaurant,1
2633,Visual-Handwritten,0,1,35,7,7,8,7.333333333,9,7,8,7.5,Restaurant,0
2634,Visual-Handwritten,0,1,33,4,4,5,4.333333333,3,6,7,6.5,Restaurant,0
2635,Visual-Handwritten,0,2,27,5,5,5,5,4,5,4,4.5,Restaurant,0
2636,Auditory-Computer,1,1,21,5,6,4,5,5,4,1,2.5,Restaurant,0
2637,Auditory-Computer,1,2,35,8,8,7,7.666666667,1,3,3,3,Restaurant,1
2638,Auditory-Computer,1,2,24,2,3,4,3,3,5,5,5,Restaurant,0
2639,Auditory-Human,1,1,18,4,2,4,3.333333333,7,7,2,4.5,Restaurant,1
2640,Auditory-Human,1,2,33,3,5,2,3.333333333,5,7,7,7,Restaurant,0
2641,Auditory-Human,1,1,20,7,7,7,7,8,6,3,4.5,Restaurant,0
2642,Auditory-Computer,1,2,30,8,9,8,8.333333333,7,7,8,7.5,Restaurant,0
2643,Visual-Handwritten,0,1,31,5,5,5,5,9,9,9,9,Restaurant,0
2644,Auditory-Computer,1,1,20,7,6,8,7,3,4,3,3.5,Restaurant,1
2645,Visual-Handwritten,0,1,35,8,9,8,8.333333333,9,8,8,8,Restaurant,1
2646,Auditory-Computer,1,1,37,1,1,1,1,1,1,1,1,Restaurant,0
2647,Visual-Handwritten,0,1,25,9,9,9,9,9,1,1,1,Restaurant,1
2648,Visual-Handwritten,0,1,20,1,3,4,2.666666667,9,2,1,1.5,Restaurant,0
2649,Auditory-Computer,1,2,28,7,7,4,6,1,1,1,1,Restaurant,1
2650,Auditory-Human,1,2,27,3,2,3,2.666666667,2,3,3,3,Restaurant,0
2651,Visual-Handwritten,0,2,22,7,6,2,5,8,7,2,4.5,Restaurant,0
2652,Auditory-Human,1,1,33,2,2,1,1.666666667,2,1,1,1,Restaurant,1
2653,Auditory-Computer,1,2,32,3,3,1,2.333333333,1,2,3,2.5,Restaurant,0
2654,Auditory-Human,1,2,19,1,1,1,1,9,3,3,3,Restaurant,0
2655,Auditory-Human,1,1,20,7,7,6,6.666666667,6,7,7,7,Restaurant,1
2656,Auditory-Human,1,1,26,5,6,5,5.333333333,1,5,4,4.5,Restaurant,1
2657,Auditory-Computer,1,2,18,7,7,6,6.666666667,5,3,3,3,Restaurant,1
2658,Auditory-Computer,1,2,22,4,5,5,4.666666667,2,4,4,4,Restaurant,1
2659,Visual-Handwritten,0,2,22,6,5,6,5.666666667,7,4,5,4.5,Restaurant,0
2660,Auditory-Computer,1,1,48,5,6,4,5,6,5,5,5,Restaurant,0
2661,Auditory-Computer,1,2,19,6,6,6,6,1,5,5,5,Restaurant,1
2662,Visual-Handwritten,0,2,31,4,5,2,3.666666667,6,1,1,1,Restaurant,1
2663,Auditory-Human,1,2,27,6,6,6,6,6,3,3,3,Restaurant,0
2664,Auditory-Computer,1,2,30,6,5,1,4,1,1,1,1,Restaurant,0
2665,Auditory-Human,1,1,24,3,7,4,4.666666667,9,1,1,1,Restaurant,0
2666,Auditory-Human,1,2,31,8,8,8,8,5,7,6,6.5,Restaurant,0
2667,Auditory-Computer,1,2,21,3,4,4,3.666666667,5,3,3,3,Restaurant,0
2668,Auditory-Computer,1,1,32,5,8,7,6.666666667,5,5,4,4.5,Restaurant,0
2669,Visual-Handwritten,0,1,26,7,7,7,7,9,7,7,7,Restaurant,1
2670,Auditory-Human,1,2,19,5,5,6,5.333333333,5,3,3,3,Restaurant,0
2671,Auditory-Computer,1,2,21,2,2,2,2,1,1,1,1,Restaurant,0
2672,Auditory-Human,1,2,25,5,5,5,5,4,4,6,5,Restaurant,0
2673,Auditory-Computer,1,2,22,6,6,5,5.666666667,6,4,4,4,Restaurant,1
2674,Visual-Handwritten,0,1,19,9,9,9,9,6,5,6,5.5,Restaurant,1
2675,Auditory-Human,1,2,18,6,7,5,6,7,6,5,5.5,Restaurant,0
2676,Auditory-Computer,1,1,22,2,2,2,2,3,1,1,1,Restaurant,0
2677,Auditory-Human,1,2,59,5,5,5,5,5,5,7,6,Restaurant,0
2678,Visual-Handwritten,0,2,35,5,5,5,5,5,1,1,1,Restaurant,0
2679,Visual-Handwritten,0,1,25,7,7,7,7,7,7,7,7,Restaurant,0
2680,Auditory-Human,1,1,20,4,5,4,4.333333333,1,3,3,3,Restaurant,0
2681,Auditory-Human,1,2,22,4,5,3,4,2,5,3,4,Restaurant,0
2682,Visual-Handwritten,0,2,21,8,8,8,8,8,7,7,7,Restaurant,0
2683,Auditory-Computer,1,2,57,3,4,1,2.666666667,5,7,7,7,Restaurant,0
2684,Visual-Handwritten,0,2,48,5,5,5,5,5,2,6,4,Restaurant,0
2685,Visual-Handwritten,0,2,18,6,6,6,6,3,5,6,5.5,Restaurant,0
2686,Visual-Handwritten,0,2,32,5,4,3,4,4,7,7,7,Restaurant,1
2687,Auditory-Computer,1,2,18,4,3,4,3.666666667,2,3,3,3,Restaurant,0
2688,Auditory-Human,1,2,27,5,5,5,5,7,7,7,7,Restaurant,0
2689,Visual-Handwritten,0,2,19,4,4,5,4.333333333,5,5,4,4.5,Restaurant,0
2690,Auditory-Computer,1,2,42,5,5,5,5,1,1,1,1,Restaurant,1
2691,Auditory-Computer,1,3,33,9,9,8,8.666666667,2,8,6,7,Restaurant,0
2692,Auditory-Human,1,1,44,5,7,4,5.333333333,5,6,7,6.5,Restaurant,0
2693,Visual-Handwritten,0,1,37,7,8,8,7.666666667,7,6,7,6.5,Restaurant,0
2694,Auditory-Computer,1,2,24,7,7,6,6.666666667,1,7,7,7,Restaurant,1
2695,Visual-Handwritten,0,2,21,7,7,7,7,6,6,7,6.5,Restaurant,1
2696,Auditory-Human,1,1,31,7,4,5,5.333333333,3,6,6,6,Restaurant,0
2697,Auditory-Human,1,1,26,7,7,7,7,4,6,6,6,Restaurant,1
2698,Auditory-Human,1,1,31,6,5,6,5.666666667,6,4,4,4,Restaurant,0
2699,Auditory-Computer,1,2,18,7,6,4,5.666666667,8,2,2,2,Restaurant,1
2700,Visual-Handwritten,0,2,60,2,3,5,3.333333333,2,1,1,1,Restaurant,0
2701,Auditory-Human,1,1,18,6,6,5,5.666666667,8,3,3,3,Restaurant,1
2702,Auditory-Computer,1,1,50,5,7,7,6.333333333,7,5,6,5.5,Restaurant,1
2703,Visual-Handwritten,0,1,26,9,9,9,9,9,9,9,9,Restaurant,0
2704,Visual-Handwritten,0,1,34,7,7,7,7,5,5,5,5,Restaurant,0
2705,Auditory-Computer,1,2,22,3,3,1,2.333333333,4,3,6,4.5,Restaurant,0
2706,Visual-Handwritten,0,2,44,5,5,7,5.666666667,5,7,7,7,Restaurant,0
2707,Auditory-Computer,1,2,19,3,3,3,3,3,2,3,2.5,Restaurant,0
2708,Auditory-Human,1,2,19,8,7,6,7,5,6,6,6,Restaurant,1
2709,Auditory-Computer,1,1,44,9,9,8,8.666666667,9,8,9,8.5,Restaurant,0
2710,Visual-Handwritten,0,1,20,7,5,6,6,5,5,5,5,Restaurant,0
2711,Auditory-Human,1,2,45,5,5,4,4.666666667,5,3,2,2.5,Restaurant,0
2712,Visual-Handwritten,0,1,26,5,5,5,5,3,3,3,3,Restaurant,1
2713,Auditory-Human,1,1,47,4,5,4,4.333333333,5,1,1,1,Restaurant,0
2714,Visual-Handwritten,0,1,22,4,4,3,3.666666667,3,1,1,1,Restaurant,0
2715,Visual-Handwritten,0,1,29,4,5,4,4.333333333,5,3,3,3,Restaurant,0
2716,Auditory-Human,1,3,20,4,5,5,4.666666667,9,1,1,1,Restaurant,0
2717,Auditory-Computer,1,2,28,6,6,6,6,1,6,5,5.5,Restaurant,0
2718,Auditory-Human,1,2,27,6,6,5,5.666666667,5,5,5,5,Restaurant,1
2719,Auditory-Computer,1,2,26,7,7,7,7,3,5,5,5,Restaurant,0
2720,Auditory-Human,1,2,19,3,5,3,3.666666667,4,7,7,7,Restaurant,0
2721,Visual-Handwritten,0,2,34,7,7,7,7,6,8,8,8,Restaurant,0
2722,Auditory-Computer,1,2,50,4,5,4,4.333333333,3,5,4,4.5,Restaurant,0
2723,Visual-Handwritten,0,1,58,4,3,4,3.666666667,9,7,7,7,Restaurant,0
2724,Visual-Handwritten,0,2,35,9,9,9,9,5,9,9,9,Restaurant,1
2725,Visual-Handwritten,0,2,50,6,6,6,6,8,3,6,4.5,Restaurant,0
2726,Visual-Handwritten,0,2,36,5,7,3,5,5,4,4,4,Restaurant,1
2727,Auditory-Human,1,2,18,6,6,9,7,9,2,1,1.5,Restaurant,1
2728,Auditory-Computer,1,2,29,5,4,4,4.333333333,8,2,3,2.5,Restaurant,0
2729,Auditory-Computer,1,3,41,5,5,3,4.333333333,4,1,1,1,Restaurant,0
2730,Auditory-Human,1,1,19,5,3,6,4.666666667,3,1,1,1,Restaurant,0
2731,Auditory-Human,1,1,42,6,6,5,5.666666667,9,8,9,8.5,Restaurant,0
2732,Auditory-Computer,1,1,22,9,9,9,9,6,8,7,7.5,Restaurant,1
2733,Visual-Handwritten,0,1,48,4,3,6,4.333333333,1,5,3,4,Restaurant,1
2734,Auditory-Computer,1,1,31,4,6,4,4.666666667,4,6,5,5.5,Restaurant,0
2735,Auditory-Computer,1,2,44,6,4,6,5.333333333,1,5,2,3.5,Restaurant,0
2736,Visual-Handwritten,0,2,41,7,7,7,7,2,5,7,6,Restaurant,0
2737,Auditory-Computer,1,2,41,6,6,6,6,5,7,7,7,Restaurant,0
2738,Auditory-Computer,1,1,19,4,4,6,4.666666667,1,4,2,3,Restaurant,0
2739,Auditory-Computer,1,2,32,4,4,3,3.666666667,5,2,2,2,Restaurant,0
2740,Auditory-Human,1,2,28,8,8,8,8,2,7,7,7,Restaurant,1
2741,Auditory-Computer,1,2,19,3,5,1,3,6,7,5,6,Restaurant,0
2742,Visual-Handwritten,0,1,28,6,6,6,6,5,5,5,5,Restaurant,1
2743,Auditory-Computer,1,2,25,4,4,2,3.333333333,4,7,7,7,Restaurant,0
2744,Visual-Handwritten,0,2,25,4,7,4,5,7,1,1,1,Restaurant,0
2745,Visual-Handwritten,0,1,74,1,1,1,1,2,8,8,8,Restaurant,0
2746,Visual-Handwritten,0,1,56,5,5,5,5,4,9,9,9,Restaurant,0
2747,Visual-Handwritten,0,3,19,4,5,3,4,3,2,2,2,Restaurant,0
2748,Auditory-Human,1,1,24,6,7,7,6.666666667,8,3,3,3,Restaurant,0
2749,Auditory-Human,1,2,19,6,6,7,6.333333333,7,7,4,5.5,Restaurant,1
2750,Auditory-Computer,1,1,35,6,7,7,6.666666667,9,6,6,6,Restaurant,1
